Response,Annotator1,Annotator2,Annotator3,Score
Don't beat yourself up because I'm here to help you feel better. Try identify an event or situation that causes your negative feeling.,0,0,0,0
"Please identify an event or situation that's causing your negative feeling. I am sorry you are feeling like that, maybe I can help to change that feeling.",0,0,0,0
I am sorry that you are feeling that way - maybe I can help you to change how you feel. Please identify an event or situation where your negative feeling arises from.,1,1,1,1
"I am sorry that you are feeling that way, perhaps I can help to twist the way you feel. Please identify a situation that causes your negative feeling.",1,1,1,1
"Sorry to hear about that, but I'm here to help you feel better. Try pinpointing a situation that hurts you.",0,0,0,0
"I am sorry you feel that way. I am here to mend your feeling here, identify an event or situation that causes a negative feeling.",0,0,0,0
"I am sorry you feel that way, I am here to fix the way you feel. Please identify an event  that causes your negative feeling.",1,1,0,1
I'm sorry that I heard that and I am here to help you through that feeling. Let's start by identifying a situation that triggers that negative emotions.,0,0,1,0
"Apologies that you feel the way you do, gather your thoughts and think of an event that causes your negative feel.",0,0,0,0
"I am sorry you feel that way, I am here to heal that feeling. Please identify an event or situation that causes your negative feeling.",1,1,1,1
"Please describe an event or circumstance that will cause your negative feeling. Remember, I am here to lend you a hand.",0,0,0,0
I feel sad that you feel a negative feeling and I will try my best to help you. Please identify an event where your negative emotions come from.,1,1,0,1
I am sorry that you intended to feel that way - maybe I can remedy your feelings. Please identify an event or situation where your negative feeling arises from.,0,0,1,0
"Sorry to hear about that, but I'm here to help you to cure your feelings. Please try pinpointing a situation that hurts you which makes you feel this way.",0,0,1,0
,,,,
"It seems that this event has violated your expectations which is why you feel this way. Take a moment to take a deep breath, can you try to laugh it off? (User answer yes or no)",,,,
"It appears this event has violated your expectations which has resulted in your feeling this way. Take a moment to inhale and exhale, can you try to laugh it off?",1,1,1,1
"I can see that you have been disappointed by this. Let's try to see the bright side though, can you try laughing it off?",0,0,0,0
"I know that this event may have violated your expectations, but you need a moment to refocus and re-calm. Can you shake a laugh off from this event?",0,0,0,0
"The way you feel is valid because what happened went beyond your expectations. Take a deep breath now, as you reflect, could this be something you laugh off?",1,1,1,1
"It looks like what happened wasn't what you had expected, it's understandable you feel that way. Let's take a moment to relax, do you think you can shake a laugh from it?",1,1,1,1
"Sounds like this event has violated your expectation which makes you feel down. Let's take it easy, can you try think a humorous thing from it?",0,0,0,0
"It sounds like that event didn't go as expected for you and now you feel the way you've just described to me. Take a moment to take a deep breath, can you try shake a laugh off from it?",1,1,1,1
"Looks like that event hurt you and still is. Tell me, do you think you can laugh it off?",0,0,0,0
"It seems that this event has violated your expectations which could be why you feel this way. Take a moment and take a deep breath, can you try to laugh it off?",1,1,1,1
"I can see how this event violated your expectations and caused you to feel this way. Let's take a moment to regroup, can you try laughing it off?",0,0,0,0
"It seems that this event has violated your expectations which is why you feel this way. Take a moment to take a deep breath, can you try to shake a laugh out of it?",1,1,1,1
"It appears that this event has violated your expectations that has resulted in your feeling this way. Take a moment to inhale and exhale, can you laugh at that?",1,1,1,1
"Take a moment to inhale and exhale, can you try to laugh it off?",0,0,0,0
"I can see that you have been disappointed by this. I will try to see the bright side though, can you shake a laugh off from it?",0,0,0,0
"I know that this event may have damaged your expectations, but you need a moment to refocus and re-shudder to this event. Can you laugh it off?",0,0,0,0
"Take a deep breath now as you reflect, could this be something you laugh?",0,0,0,0
"The way you feel is justifiable because what happened went beyond your expectations. Now take a deep breath and as you reflect, could this be something that you laugh off?",1,1,1,1
"It seems like what happened went beyond your expectations which justifies your feeling. Now take a deep breath, could you try laughing it off?",1,1,0,1
"What happened wasn't what you had expected, it's understandable you feel that way. Let's take a moment to relax, do you think you can shake a laugh from it?",1,1,1,1
"It looks like what happened wasn't what you had anticipated, it's understandable you feel that way, let's take a moment to relax, do you think you can shake a laugh from it?",1,1,1,1
The event sounds like it has violated your expectation and your feelings are down. Let's take it easy ; can you make a funny thing from it?,0,0,0,0
"It sounds like that event did not go as expected for you which is why you feel that way. Take a moment to take a deep breath, can you you spit a laugh off of it?",1,1,1,1
"It sounds like the event didn't go as expected for you and now you feel the way you've described to me to me. Take a moment to pause and take a deep breath, can you shake a laugh out of it?",0,0,1,0
"It seems that this event has violated your expectations, which could be the reason why you feel this way. Take a moment and take a deep breath, can you try to shake a laugh off from it?",1,1,1,1
"I can see that this event may have violated your expectations, and caused your feelings this way. Let s take a moment to regroup, can you try to laugh off the moment?",0,0,0,0
"It seems that this event has violated your expectations which is why you feel this way. Take a moment to take a deep breath, can you try to laugh it off?",0,0,0,0
"It appears this event may have violated your anticipation which gives rise to your current feeling. Take a moment to inhale and exhale, can you try to laugh it off?",1,1,1,1
"Sounds like this occurence has breach your expectation which makes you feel down and that's okay. Let's take it easy, can you try think a humorous thing from it?",1,1,1,1
"I know that this occurence may have destroy your anticipation, but you need a moment to refocus and re-shudder to this event. Can you laaugh it off?",0,0,0,0
"I can see that you have been dispirited by this I will transition my view to the bright side though, can you shake a laugh off from it?",0,0,0,0
,,,,
A humorous environment helps you to be playful. Please select an exercise to help you become playful. (User click on my suggest exercises),,,,
"What kinds of exercise would you find playful? I know a humorous environment helps, here are some exercise you can try to become playful.",0,0,1,0
"A fun environment leads to a playful self. Trust me, its science. Please select an exercise to help you get into that mood.",1,1,0,1
A humorous ambience can help you to become more playful. Please select an exercise to help you become playful.,1,1,0,1
 Laughter is the best step towards being playful! Here are some techniques to groom your playful behaviour.,1,1,0,1
A humorous environment can help you feel more playful. Playing isn't as fun without being able to laugh! Please choose an exercise that will help you become playful.,1,1,1,1
Creativity can also be humorous. Try some of there any activities that make could you laugh and playful.,0,1,0,0
"Humorous settings can help people to become more playful. When you are ready, please pick an exercise that you believe will help you to become more playful. Don't worry, by exercise I do not mean burpees!",1,1,1,1
"A humorous environment helps you to be playful. Who doesn't want to play, no matter what age you are? Please select an exercise to help you bring out that playfulness. ",1,1,1,1
"So one way we can get to playfulness is by creating a humourous atmosphere. These exercises might help, and they are less physically tiring than star jumps. You should try them.",0,0,1,0
Most people don't enjoy playing without some humour. Choose an exercise from below that can make you smile.,1,0,0,0
Please select an exercise to help you become playful. Laughing often helps.,0,1,0,0
Humor can enhance your play. Choose the best exercise to enhance your playful behaviour.,0,1,0,0
"Humorous atmosphere can help you to be playful. Obviously, I would not enjoy playing without being able to laugh. Please choose an exercise to help you become playful.",1,1,1,1
What types of exercise would you find playful? I know a humorous environment would help; here are some exercises you can try to become playful.,0,0,1,0
"What exercise would you find playful? I know a humorous environment helps, here are a humourous exercise you can try to become playful with.",0,0,1,0
"A fun environment leads to a playful self, trust me, its based on science. Try an exercise to assist you getting into that mood.",1,1,0,1
A humorous atmosphere can help you become more playful. Please select an exercise to help you indulge in playfulness.,1,1,0,1
Here are some techniques to develop your playful behaviour. Laughter is the best step to becoming playful.,0,1,0,0
Laughter is the best step towards being playful! Have a go at some of these techniques to cultivate your playful behaviour.,1,1,1,1
Play isn't as fun without being able to laugh! Please choose an exercise that will help you become more playful.,0,1,0,0
A humorous environment can help you feel more playful. Playing isn't as fun without being able to laugh! Choose an exercise that can help you become playful.,1,1,1,1
Creativity can also be humorous. Have a go at some of there any activities that make could you laugh and playful.,0,1,0,0
"When you are ready, please pick an exercise from below that you believe will help you laugh and become playful, and I do not mean burpees by exercise!",0,0,0,0
"Humorous settings can help people become more playful. When ready, choose an exercise you believe will help you become more playful.",1,1,1,1
"A humorous environment helps you to be playful, who doesn't want to play, no matter what age you are? Choose an exercise to help you bring out that childlike playfulness.",1,1,1,1
"Humorous ambience helps you to be playful. I mean, who doesn't want to play, no matter what age you are? Please choose an exercise from below to help bring out your playfulness.",1,1,1,1
"One way we can get to playfulness is by creating a humourous atmosphere. These exercises might help, and they are less physically exhausting than star jumps, just give them a try.",0,0,1,0
Most people don't enjoy playing unless they have some humour. Try an exercise from below that can make you smile.,0,0,0,0
"Please choose an exercise from below to help you become playful, often it helps if you laugh.",0,1,0,0
Humor can enhance your play. Select an exercise from below to improve your playful behaviour.,0,1,0,0
"I would not enjoy playing without being able to laugh, please choose an exercise to help you to become playful.",0,1,1,1
Funny atmosphere can help you to be playful. I would not enjoy playing without being able to laugh. Choose an exercise to help you to be playful.,1,1,1,1
,,,,
"Please try to go through this {protocol} now and embrace any laughter that comes to your mind. When finished, please press 'continue'. (User click continue)",,,,
"Please try to explore this {protocol} now and appreciate any laughter that comes to mind. When you are finished, please press 'continue'. ",1,1,1,1
"Let's have a go at this {protocol}. Don't worry if you find any of it funny, you won't be the first! Press continue when you are done.",0,0,1,0
Please try to go through this {protocol} and find a happy moment to feel better and continue again.,0,1,0,0
"Please go through this {protocol} now. If you find yourself laughing, please consider it, hold onto the way it makes you feel. When you've completed the activity, please press continue. ",1,1,1,1
"Let's move on to this {protocol} and enjoy something light. If you want to laugh, let's laugh! When you're done, just click 'continue'.",1,1,0,1
"Now, let's try this {protocol}. Think of that humorous time and focus on the laughter you experienced. Press continue when finished.",1,1,0,1
"Please go through this {protocol} now and see if you can recall any funny moments. When you have finished, you can press 'continue'.",0,0,0,0
"Hey, try this {protocol} and if any of it seems even a bit funny, laugh your rear end off. It'll help you feel better. When you're done, press 'continue'.",1,1,1,1
"Could we please try to go through this {protocol} now and embrace any laughter that comes to your mind. When finished, please press 'continue'.",0,0,1,0
"Now we're going to go through a {protocol} where the goal is to embrace any laughter that comes to your mind. When you're done, please press 'continue'.",1,1,1,1
Being positive is always the answer. May you go through this {protocol} and once complete please press continue.,0,0,0,0
Please try to explore this {protocol} now and embrace any laughter that comes to mind and please press continue when finished.,0,0,0,0
"Please now try to explore this {protocol} and appreciate any laughter which comes to mind. When finished, please press continue.",0,0,0,0
"Let's have a go with this {protocol}, don't worry if you find any of it funny, you won't be the first! Press the continue button when it is done.",1,1,1,1
Please try to go through this {protocol} and find a happy moment to feel better and go on again.,0,1,0,0
"Please go through this {protocol} now. If you find yourself laughing, hold on the way it makes you feel. When you have completed the activity, please press continue.",1,1,1,1
"Go through this {protocol} now and if you found yourself laughing, please consider it, hold onto the way you feel. When you finish the activity, please press continue.",0,0,1,0
"Let's move on to this {protocol} and enjoy something fun. If you want to laugh, laugh! Just click continue to move on.",1,1,0,1
"For now, let's move on to this {protocol} and enjoy something light. If you want to laugh, don't resist it. When you are done, just click continue.",1,1,1,1
"Now let's try this {protocol}, think of that funny time and focus on the laughter that you experienced. Press continue when finished.",0,0,0,0
"Please have a go at this {protocol} now and see if you can recollect any funny moments. If you have finished, you can press continue.",0,0,1,0
"Let's try this {protocol}, and if any of this seems even a bit funny, laugh your back end off, it will help you feel better. When it's done, press continue.",1,1,1,1
Could we please try to go through this {protocol} now. Don't hold back any laughter that comes to your mind and then press continue when finished.,0,0,1,0
Please have a go at this {protocol} now. Don't resist any laughter that comes to your mind. Please press continue when finished.,1,1,0,1
"Have a positive attitude always is the answer, may you have a go at this {protocol}. Once you have completed it, hit continue .",0,0,0,0
"Please try to go through this {protocol} now and embrace any laughter that comes to your mind. When finished, please press 'continue'.",1,1,0,1
"Please try to go through this {protocol} and embrace any laughter that comes to your thought. When finished, please press continue.",0,0,1,0
"Have a go at this {protocol} now. If you find yourself laughing, please don't hold back, just follow your rhythm to laugh. When you've completed the activity, please press continue. ",1,1,1,1
"For now, let's proceed to this {protocol} and enjoy something light. If you feel like laughing, don't resist it. When you are done, just click continue.",1,1,0,1
"Try this {protocol} now and if you found yourself laughing, please don't hold back. When you finish the activity, please press continue.",0,0,0,0
,,,,
Can you feel that your body is now in a playful mood? (User answer yes or no),,,,
Does this make your body feel playful? Let's have some fun! ,0,1,0,0
Did we make it? Are you feeling playful? Get your body to feel loose and get into this fun with me!,1,1,1,1
Are you in a joyful mood now? Try and be active to see if you are as playful as me!,0,1,1,1
"Feel that tingle in your tum? Are you in a playful mood? Relax, enjoy, get loose!",0,1,0,0
"Can you feel that your body is in a playful mood now? Wiggle around a bit, if you're still tense, you'll have a bit more work to do!",1,1,1,1
"Try connecting with your body, does it feel relaxed and playful now?",0,0,0,0
"Tell me, do you now feel that your body is in a playful mood? Feel free to lean into that playful energy, relax and have fun. ",1,1,1,1
Can your body feel playful by now? Like you want to run around and explore life.,1,0,0,0
"Do you feel as though your body is in a playful mood now? If you are feeling tense, maybe try moving your arms about. ",1,0,1,1
Is your body relaxed and ready to have fun? Try not to be tense and be as playful as I am.,0,1,0,0
Can you feel that your body is now in a playful mood? Maybe even your mind too!,0,0,0,0
"Loosen up, flop, drop that tense feeling. Does your body feel the playful spirit?",0,0,0,0
"Can you feel that your body is in the moment of jolly now? Try moving your arms around, if your muscles are still tense, you are probably still not as playful as I am.",1,1,1,1
Got you feeling playful? Get your body loose and get into this fun with me!,0,0,0,0
Have we made it? Are you feeling playful? Get your body to feel loose and go into it with me to go into this fun!,1,1,1,1
Do you now feel you are in a joyful mood? Try and be active to see if you are as playful as me!,0,1,1,1
Is your body in a joyful mood now? Be dynamic to see if you are as playful as me!,1,1,0,1
"Feel that tingle in your tummy? Is your body in a playful mood now? Relax, enjoy, loosen up!",1,1,1,1
"In this time, you can feel that your body is in a playful mood? Wiggle around a bit, if you're still a bit still tense, you'll have a bit more work to do!",0,0,1,0
"Now can you feel that your body is in a playful mood? Wiggle around a bit, if you still feel tired, you'll have a bit more work to do!",1,1,1,1
Try connecting with your body and see if it now feels relaxed and playful?,0,0,0,0
"Tell me, does your body now feeling playful? Feel free to embrace into that playful energy, relax and have fun. ",1,1,1,1
Can your body feel playful or  feeling like you want to run around and explore life by now?,0,0,1,0
Does your body feel playful now? Like you want to run around and explore life.,1,0,0,0
"Do you feel as though your body is in a playful mood? If you are feeling tense, feel free to move your arms around.",1,0,1,1
"Do you feel as though your body is now in a playful mood? If you are feeling anxious, perhaps try moving your arms around.",0,0,0,0
Is your body relaxed and ready to have fun? Try not to be tense and be a bit as jovial as I am.,1,1,0,1
"Can you feel that you body is now in a playful mood, maybe even in your mind too?",0,0,0,0
"Loosen up, jump, drop that tension, does your body feel the playful spirit?",0,0,0,0
"Can you feel that your body is now in a playful moment? Try moving your arms around, if your muscles are still tense, you are probably still not as jolly as I am.",1,1,1,1
"Does your body feel a moment of jolly now? Try flexing around, if your muscles are still tense you are probably not as playful as I am.",1,1,1,1
,,,,
Do you have a favourite song? (User answer yes or no),,,,
"Is there a song you cannot stop listening to on repeat? I love all songs, but I have been recently obsessed with the song 'Heather' by Conan Gray. I know every word, but I won't bother you with repeating them here.",1,1,1,1
Do you have a favorite song? It's difficult to pick from my varied taste. I'll go with 'Heather' by Conan Gray.,0,0,0,0
"People usually enjoy music, I bet you do too! Do you have a favourite song?",1,0,0,0
Do you have a favourite song? I wonder if its the same as mine.,0,0,0,0
"Everyone has a favourite song, do you? It's not easy for me to pick one because I love all songs, but 'Heather' is still the best.",1,1,1,1
"Do you have a song you enjoy the best? They're all the same to me of course, but I'm curious what you think.",0,1,0,0
Do you have a favourite song that you can't resist to sing along? You can choose either happy or sad but happier is always best!,0,0,1,0
"I was wondering if you had a favourite song? Maybe the one that can always get you singing along/ on the dance floor. I have quite a few myself however my top one would have to be ""Heather""by Conan Gray.",1,1,1,1
"Do you have a favourite song? I'd rather not reveal mine, oh, alright, it's The Final Countdown.",0,0,1,0
"Do you have a favourite song? It is hard for me to choose because I like all ranges of songs, but I will still go for Conan Gray's 'Heather'.",1,1,1,1
"Do you have a song you where you cannot stop listening to on repeat? I love all songs, but I have been recently obsessed with the song 'Heather' by Conan Gray.",1,1,1,1
Is there a song you cannot stop listening to on repeat? Previously I don't until I have been recently exposed to the song 'Heather' by Conan Gray.,1,1,1,1
"Do you have a favorite song? It is difficult to choose one from my varied taste, I will pick Heather by Conan Gray.",0,0,1,0
"Usually people like music, I bet you do too! Do you have a favourite song?",0,0,0,0
People normally enjoy music - I bet you do! Do you have a favorite song?,1,1,0,1
"Everyone has a favourite song, do you? It is not easy for me to pick one because I love all songs, but Heather is still the best.",1,1,1,1
"Everyone has a favourite song, do you? It's not easy for me to choose one because I love all songs, but Heather is still the best.",1,1,1,1
"Do you have a song that you enjoy the most? They are all the same to me obviously, but I'm curious what you think.",0,0,0,0
"Do you have a song you love the best? They're all the same, but I'm curious what you think.",0,1,0,0
Do you have a favourite song that you can't refrain yourself from singing along? You can choose happy or sad to sing but happier is always best!,0,0,1,0
I was thinking if you had a favourite song that could always get you singing along and dancing in the dancefloor? I have quite a few I have however my best is 'Heather' by Conan Gray.,0,0,1,0
"I was wondering if you had a favourite song,  maybe the one that will always get you singing  or dancing on the dance floor? I have quite a few however my favorite would have to be 'Heather' by Conan Gray.",1,1,1,1
I was wondering if you had a favourite song? Maybe if you had one that can always get you singing along on the dance floor ; I have quite a few but my top would have to be 'Heather'.,1,1,0,1
"Do you have a favourite song? It is hard for me to choose because I like all kinds of songs, but if Conan Gray's 'Heather' is on the list, I will definitely choose it.",1,1,0,1
"Is there a song you can't resist yourself from listening? I love all songs, but I have been recently preoccupied by the song 'Heather' by Conan Gray. I know every word, but I won't bother you with repeating them here.",0,0,0,0
Do you have a favourite song that you can't stop listening? You can choose whichever genre but happier is always best!,0,1,0,0
People normally enjoy music - I bet you do! Do you have a favorite song that you must always play when you are in a car?,1,1,0,1
"Do you have a favourite song that don't mind listening until deaf? It is hard for me to choose because I like all genre, but I will still go for Conan Gray's 'Heather'.",0,0,1,0
"Do you have a song you that is always at the top of your playlist? They're all the same to me of course, but I'm curious what you think.",0,0,0,0
Is there a song you that is always at the top of your playlist? Previously I don't until Conan Gray's released ason called 'Heather'.,1,1,0,1
,,,,
"Do not worry, here are some common loving songs from my wonderful collections. Please pick your favourite one, when ready please press 'continue'. (User click continue)",,,,
"Try not to worry, here are some common love songs from my collections. Please feel free to pick your favourite and when ready please press 'continue'. ",0,0,0,0
I've got some songs you might like. Have a look then pick your favourite and press continue.,0,0,0,0
"You can pick one of these wonderful songs to remember your happiness. When you are ready, press continue.",0,1,0,0
There are some great songs in my collection. Please pick one from the list and then press continue. ,0,1,0,0
"I have some great songs you might enjoy. Please choose your favourite and when you're ready, just click 'continue' to move on.",0,0,1,0
"No worries, I've got you covered with these common loving songs from my wonderful collections. Please pick your favourite one, when ready please press 'continue'.",1,1,1,1
"Don't worry, I've got some great classic love songs in my playlists that is literally music to your ears. Please go ahead and pick your favourite one, when ready please press 'continue'.",1,1,1,1
"Don't fret, I have this playlist of songs that is very lovable. Pick one, when you're ready to give it a listen hit continue.",1,1,0,1
"I know it can be difficult to choose sometimes, but here are some common loving songs from my wonderful collections . Please pick your favourite one, when ready please press 'continue'.",1,1,1,1
No worries! Here's a few of my favorite loving songs for you to listen to that is literally music to your ears. Pick your favorite one and press 'continue' when you're ready.,1,1,1,1
"These songs are common beautiful songs, may you choose one. Please press 'continue' to move on.",0,0,0,0
"Try not to worry, here are some common love songs from my treasure box. Please feel free to pick your favourite and when ready, press continue.",0,0,0,0
"There are some common love songs from my collections, so don't worry! Feel free to pick your favourite and when ready please press continue.",1,1,1,1
"I have some songs that you might enjoy, you can select your favourite and press continue.",0,0,0,0
You can select one of these wonderful songs to retain your happiness. Press continue when ready.,0,1,0,0
There are some great songs in my cluster. Please choose one from the list and then press continue.,0,1,0,0
"I have some great songs that may interest you, please choose your favourite. When ready click continue to move on.",0,1,0,0
"Here are some great songs that you might enjoy, please choose your favorite. When you're ready, you can simply click continue to move on.",0,0,0,0
"No worries, I can cover you with my wonderful cluster containing these common love songs. Please pick your favourite, and when ready press continue.",1,1,1,1
"Don't worry, I've got some great classic love songs in my playlists. Please pick up your favourite song and, when ready, press continue.",1,1,1,1
"Don't fret, I own a playlist full of common loving songs. Choose one, when you're ready to give it a listen, hit continue.",1,1,1,1
"Here are some common love songs from my wonderful collections, just pick your favourite, and when ready please press continue.",0,0,0,0
"It can sometimes be difficult to decide, here are some common loving songs from my wonderful collections. Please choose one and hit continue.",1,1,1,1
No worries! Here are some of my favorite common loving songs for you to listen to. Pick your favorite one and press continue when you're ready.,1,1,1,1
"These songs are common beautiful songs, may you choose one you wish, and press continue when you are ready.",0,1,0,0
"Do not worry, here are some common loving songs from my wonderful collections. Please pick your favourite one, when ready please press 'continue'.",1,1,1,1
There are some great songs on my memory. Please pick one from the list and then press continue. ,0,1,0,0
"Don't frown, I have this playlist of songs from my itunes that is very captivating. Please pick one, when you're ready to give it a listen hit continue.",1,1,1,1
"I know it can be difficult sometimes, here are some common loving songs from my wonderful collections that will surely charm your ears. Please pick your favourite one, when ready please press 'continue'.",1,1,1,1
No worries! Here's a few of my favorite loving songs for you to listen to that is literally music to your ears. Pick your favorite one and press 'continue' when you're ready.,1,1,1,1
,,,,
Please loosen up the muscles around your mouth and eyes by moving them around and singing that song. (User click continue),,,,
Please relax the muscles around your mouth and eyes by moving them around and singing that song. ,0,0,1,0
Try to relax and sing that song! I meant sway those muscles around your mouth and eyes that kind of relax.,0,0,1,0
"Let your strains go by flexing your mouth and eyes muscle, be with the air and sing that song.",1,0,1,1
"Try signing the song you've chosen, you might find it relaxes you.",0,0,0,0
"For this exercise, we need to loosen up. Start with a smile, and move in to singing that song.",1,0,0,0
"Let's shake out all that stress by moving your mouth and eyes before we begin. Now, let's sing that song.",1,0,1,1
"Sing along to that song! That will help warm up the facial muscles, especially around your mouth and eyes.",0,0,1,0
"Try this, let loose the muscles around your eyes and mouth! Dance a bit even if you look silly, sing that song.",1,0,0,0
Try to loosen up the muscles around your mouth and eyes by moving them around. Unleash that beautiful voice of yours and sing that song.,1,1,1,1
"When you're ready, please loosen up your facial muscles by moving them around and singing the song of your choice.",0,0,0,0
Relax the muscles in your face and let's sing the song of your choice.,0,0,0,0
Feel free to relax the muscles around your mouth and your eyes by moving them around and singing that song.,0,0,0,0
Try to ease up and sing that song! I meant to shift that muscles around your mouth and your eyes that kind of relax.,0,0,0,0
Loosen up your strains by flexing the muscle around the mouth and the eyes. Be with the air and sing that song.,1,0,1,1
"Try singing the song you have chosen, you might find the song relaxes you and perhaps your muscles too.",0,0,0,0
"For this exercise, we need to loosen up our muscles with a smile, and move in to singing that song.",0,0,0,0
"Sit up until we shake all that stress out by moving your mouth and eyes. Now, let's sing that song.",1,0,0,0
"Sing along to that song! That will warm up the facial muscles, particularly around your mouth and eyes.",0,0,1,0
"Try this, relax the muscles around your eyes and mouth, dance even if you look silly, sing this song.",0,0,0,0
"Please try to loosen up the muscles around your mouth and eyes by moving them around, free your voice and sing that song.",1,1,1,1
"When you're ready, please loosen up your facial muscles by moving them around. Relax and let's hum the song of your choice.",1,1,1,1
"When you're ready, please loosen up your facial muscles by moving them around. Unleash your wonderful voice and let's hum that song of your choice.",1,1,1,1
Feel free to relax the muscles around your mouth and your eyes by moving them around and let's hum that song.,0,0,0,0
"Relax your muscles around your face region. Be ready to unleash your voice, let's sing the song of your choice.",1,0,0,0
Please loosen up the muscles around your mouth and eyes by moving them around and singing that song.,0,0,0,0
Please loosen up the muscles around your mouth and your eyes by moving them around. Reveal your voice to sing this song.,1,0,1,1
"For this exercise, we need to relax our eyes and mouth muscle. Start with a smile, be ready, and sing that song out loud.",1,1,1,1
"Now, try to relax your muscles around your face region. Be ready to free up your voice, let's sing the song of your choice.",1,1,1,1
"Let's jiggle out all that stress by moving your mouth and eyes before we begin. Now, set your voice free and let's sing that song.",1,1,1,1
"When you're ready, feel free loosen up your facial muscles by moving them around and sing the song you have previously chosen.",0,0,0,0
Please loosen up the muscles around your mouth and eyes by moving them around and singing that song. Feel the excitement and power of the lyrics of that song.,1,1,1,1
,,,,
"Congratulations, you can now enjoy being playful. Press 'continue' to move forward. (User click continue)",,,,
"Nice, now we know that we can have fun together and will make an excellent dynamic duo. Go ahead and click continue to see how we can both improve our creative potential.",1,1,1,1
"Well done, you are playful and we can do that together. Please continue to explore about how you can enhance your potential for creativity.",0,0,1,0
Well done you! Now we can play! Press 'continue' to explore more about how you could enhance creativity!,0,1,0,0
"Amazing, I'm sure you have enjoyed being playful and can wait to continue. Press continue to carry on!",1,1,0,1
"Well done, you are now more playful, we'll make a good team. Click 'continue' to see what's next to reach your full creative potential. ",1,1,0,1
That's great: now you can be playful! I hope you'll use this power for good and not for evil. Press 'continue' now and we'll move on.,0,0,0,0
Congrats! Now it's time for some fun ~ press continue to keep partying and find out how great you are.,0,1,0,0
Well done ! You are progressing very well and showing a more playful side to yourself which can be difficult. Press the continue button below to proceed forward onto the next stage and learn more about your creative potential.,1,1,1,1
Well done - you can now enjoy being playful. Click continue and you can find out more about reaching your potential.,0,1,0,0
"Great job, you can now enjoy being playful and we will make a playful dynamic duo. Press 'continue' to explore more about enhancing your creative potential.",1,1,1,1
Now we know we can have fun together and will make an excellent dynamic duo. Go ahead and click continue to see how we can improve our creative potential.,0,0,1,0
Now we know that we can have fun together and will make an excellent dynamic duo - click Continue to see how we can improve our creative potential.,0,0,1,0
"Well done, now we can play! Press Continue to explore more about how you could enhance creativity!",0,1,0,0
Well done you! Now we can play! Press 'continue' to explore more about how you could increase creativity.,0,1,0,0
"Amazing, I'm sure that you have enjoyed being playful can't wait to proceed :). Press the button to continue.",1,1,0,1
"Well done, now you are more playful and we'll make a good team. Click 'continue' to see what's next to savor your full creative potential.",1,1,1,1
"Congratulations, you are now more playful, I bet we make a good team. Click 'continue' to see what's next to see your full creative potential.",1,1,1,1
"That is great now that you can be playful, you can use this power for good and not for evil, now you can press 'continue' and we'll move on.",0,0,1,0
Now you can be playful! I hope you can use this power for good and not for evil. Press 'Continue' to move on.,0,1,0,0
Congrats! Now it's time for some fun! Press continue to move on and find out how you can increase your creative potential!,1,1,1,1
"Well done! You are progressing very well and showing a more playful side to yourself, which can be difficult to see. Press the Continue button below to proceed to the next stage and discover more about your creative potential.",1,1,1,1
"Well done! You are very well, showing a more playful side to yourself that can be difficult. Press the continue button below, to proceed to the next stage and explore more about your creative potential.",0,0,1,0
"Congratulations, you are advancing very well and showing a more playful side of you, which is difficult. Press the continue button below to proceed to the next stage, and to discover more about your creative potential.",1,1,1,1
Congrats on being playful! Please click continue and you can learn more about reaching your creative potential.,0,1,0,0
"We've done a good job, you can now enjoy being playful. Click continue to find out more about achieving your potential.",0,1,0,0
"Fantastic, you are now playful and we can play together. Please continue to explore about how you can enhance your potential for creativity.",1,1,0,1
"Well done, you are now more firsky, I am considering you to become my fun partner. Click 'continue' to see what's next to reach your full creative potential. ",0,0,0,0
"Now you are playful, we can have fun together and I bet we make an excellent dynamic duo. Go ahead and click continue to see how we can improve our creative potential.",1,1,1,1
Congrats! Now it's time for some fun. Please press continue to keep digging on how you can maximise your creative potential with your playful thoughts.,1,1,0,1
"Amazing, I'm sure you have enjoyed being playful and can wait to continue to explore more about raising your creative potential with that playful mind. Please press continue to carry on!",1,1,1,1
,,,,
Here are three paths to enhance your creative potential while you maintain your playfulness. Please choose a path. (User click on three options provided),,,,
Here are three pathways to enhance your creative while you keep up your playfulness. Now please choose a path. ,1,1,1,1
There are 3 options you could choose from to help. Have a look and decide which one you would like to choose.,0,0,0,0
Make a choice at one of these three paths.,0,0,0,0
"You can choose from any of these paths to enhance your creative potential while you maintain your playfulness, please select one of them now.  ",0,0,1,0
I have three paths we can choose from to enhance your creative potential. Which would you like to go for today?,1,0,0,0
"While you carry on being playfulness, choose one of three paths to enhance your creative potential.",0,0,0,0
I've got three paths for you to choose from now - each can help enhance your creative potential while you feel playful. Please choose a path.,1,1,1,1
"Okay, game show time. Three doors: each is a path to making you more creative while you maintain your playfulness. Pick a door!",1,1,1,1
There are three paths to enhance your creative potential while you keep thinking playfully. Could you choose a path?,1,0,0,0
I have created three pathways designed to help enhance your creative potential. Please choose a path and try to think playfully in this segment!,0,0,1,0
"These are three ways to achieve creativity, may you choose one.",0,0,0,0
Here are three paths to enhance your creative while keep thinking freely. Please select a path.,0,1,0,0
Here are three ways to enhance your creativity while you keep thinking playfully. Please select a way that interests you.,1,1,1,1
